,Name,Style,ABV,IBU,Rating,Description
5521,Esparte Pilsner,Pilsner,4.9,,,"Esparte Pilsner
De color dorado paja, bastante cristalina.con malta Bohemia Pilsner y lúpulo Saaz que le aporta un sabor picante y aroma floral. Presenta características maltosas, refrescante, rubia y de suave amargor."
5522,Mandril The Sporting Beer,Light Lager,1.9,,3.12,"Premium After Sport Beer
Sabrosa y rica en matices con un contenido de alcohol tan bajo, casi imperceptible.La receta de la Sporting Mandril reúne como únicos ingredientes la mejor selección de maltas y los más exquisitos lúpulos"
5523,Ordio Minero Black Card Blesa,Belgian Dark Strong Ale,7.0,,3.44,"Black Card Blesa
Una cerveza basada en la primera creación de Ordio Minero (Lignito) en cuya elaboración se emplean lúpulos más aromáticos dando lugar a un amargor final más intenso.
De estilo Belgian Dark Strong Ale."
5524,Ordio Minero Royale,Irish Red Ale,7.0,28.0,3.39,"Ordio Minero Royale
Royale es una cerveza artesana de estilo Red Ale de orígen irlandés.
Sabores caramelizados a toffee acompañados de una ligera acidez y un amargor equilibrado."
5525,Ordio Minero Triticale,Blonde Ale,4.8,,3.27,"Ordio Minero Triticale
Cerveza elaborada con Triticale Aragón
El Triticale es un cereal aragonés, entre el trigo y el centeno, que se emplea durante el proceso de elaboración de esta cerveza.
Una cerveza artesanal rubia, ligera de beber y que recuerda a las de trigo gracias al Triticale, ..."
5526,Ordio Minero Lignito Milk,Sweet Stout,8.5,23.0,3.38,"Lignito Milk
Milk Stout, tostada, con lactosa
Mantiene la esencia de Lignito, una cerveza negra, aportando un fondo más torrefacto.
La característica especial de esta artesana es la presencia de lactosa durante su elaboración, que no se destruye por completo cuando trabajan las levaduras  ..."
5527,Ordio Minero Biteruel,Extra-Strong Bitter,6.0,,,"Ordio Minero Biteruel
Bitter
Color: Ámbar. Estilo minero ingles al estilo minero aragonés, Ale que juega entre el dulzor de la malta y el amargor del lúpulo, cerveza seca y refrescante."
5528,Ibosim Rosemary Rural Ale,"Spice, Herb o Vegetable Beer",6.0,25.0,4.3,"Rosemary Rural Ale
Esta cerveza artesana de alta fermentación es un pequeño homenaje a nuestros orígenes mediterráneos. Rosemary nos traslada a la Ibiza más rural. De color ambarino con notas dulces y especiadas gracias a la adición de piel de naranja y romero.
7 maltas de cebada, lúpul ..."
5529,Enigma Complutum,Red Ale,6.0,18.0,2.88,"Complutum
Una seductora cerveza roja que no dejará a nadie indiferente.
Cerveza estilo Red Ale, de color rojizo profundo (28EBC), con 6’0º de alcohol y 18 IBU´s de amargor.
Una cerveza roja que te sorprenderá.
4 maltas, triple fermentación"
5530,Des Pla Xeixa,Specialty Beer,4.5,,5.0,"Xeixa - Golden Mead Ale
Cervesa de blat Xeixa i mel Ale o d'alta fermentació tipus wheat de 4.5%Alc. Amb una recepta de 3 maltes diferents amb una barreja de maltes d'ordi i blat amb dues línies de llúpol que dona un amargor molt suti característic d'aquest tipus de cervesa.
​CATA: L’ ..."
5531,Guineu / Braukunstkeller Collabrew Double IPA,Imperial IPA,7.7,80.0,3.8,"Guineu Collabrew Double IPA
Colaboracion de la cervecería catalana Guineu - Ca l`Arenys con la alemana BrauKunstKeller"
5532,Guineu NZ IPA,India Pale Ale,6.6,,,"NZ Ipa, 140 ibu of Pacific Gem & Kohatu
New Zealand hops"
5533,Izquierda Casual Triticum,Weizen-Weissbier,5.1,,,"Izquierda Casual Triticum
Edición limitada de 216 botellas que se venden en packs de 6 botellas a un precio de 18 euros el pack. Triticum es una cerveza casual de alta fermentación de estilo Weissbier. Esta elaborada con ingredientes selectos y agua de la comarca de A Coruña. La segunda fer ..."
5534,Izquierda Casual IPA,India Pale Ale,5.6,60.0,,"Izquierda Casual IPA
Cerveza estilo “Indian Pale Ale” elaborada con lúpulos gallegos. Con una base de Nugget en amargor y sabor, y el remate del Columbus en aroma. Se trata de una IPA muy refrescante y bebible, con 60 IBU, cuerpo medio alto y 5,6º.
Ingredientes: Agua de Ourense, malta d ..."
5535,Malaqa Back to School,Blonde Ale,4.8,42.0,,"Malaqa Back to School
Summer Ale"
5536,You Are The Wolf,Pale Ale,5.5,,,"You Are The Wolf
American Pale Ale de sesión de 5,5º, ligera y de trago fácil, elaborada con 2 tipos de malta, lúpulos frescos del tipo Summit y Chinook, y con aroma cítrico con ligeros toques a pino, especias, pomelo, uva y mandarina.
Cerveza elaborada expresamente para Arte&Sana."
5537,Gara Tomasa,Bock,6.2,,3.1,Gara Tomasa cerveza negra Dunkel Bock 
5538,Nómada Imperial Russian Stout,Russian Imperial Stout,10.5,50.0,3.97,Nómada Imperial Russian Stout
5539,Ceriux Negra,Porter,5.0,,,"Cerveza negra elaborada a partir de cebada malteada con alto grado de tueste, malta de trigo, avena y una selección de lúpulos de dos continentes, que recuerdan a los aromas y sabores de una estilo Porter y algunas de las propiedades de una Stout, el mosto concentrado de uva aporta el equilib ..."
5540,A Cova da Serpe Amarga,Pale Ale,5.0,35.0,3.28,"A Cova da Serpe Amarga
Tiene un amargor de 35 IBU y 5º de alcohol. Carbonatación y cuerpo medios, clara y con buena retención de espuma.
De color cobrizo claro, su aroma se decanta más hacia los lúpulos que a la malta. En su sabor también se percibe el amargor de los lúpulos americanos ..."
5541,A Cova da Serpe Trigo,Weizen-Weissbier,5.0,15.0,3.24,"A Cova da Serpe Trigo
Originaria de Baviera. Aromas a vainilla, clavo y plátano.
Aspecto: color dorado. Turbia por la levadura en suspensión. Espuma densa,blanca y duradera.
Sabor: suave de trigo y algo de Pilsen Malt. Amargor bajo. Algo ácido.
Cuerpo: cremosa y ligera a la vez. Muy refr ..."
5542,A Cova da Serpe Rubia,Belgian Blonde Ale,5.0,21.0,3.11,"A Cova da Serpe Rubia
Cerveza Belga reciente de baja graduación. Se desarrolló para atraer a los bebedores de las Pilsen Europeas.
Aroma: complejo. Pilsen Malt con aromas sutiles de lúpulo y especias.
Aspecto dorado cristalino. Espuma densa, blanca y abundante.
Sabor: dulce por la malta  ..."
5543,El Oso y el Cuervo Eoyec Red Crow IPA,India Pale Ale,7.0,85.0,3.39,El Oso y el Cuervo Eoyec Red Crow IPA
5544,El Cantero Imperial,Imperial IPA,8.0,,,El Cantero Imperial IPA
5545,El Cantero Whisky In the Jar,Specialty Beer,8.4,,3.73,"El Cantero Whisky In the Jar
Con Whyski"
5546,Cerex Castaña,Smoke Flavored and Wood Aged Beer,5.0,9.0,2.1,"Ingredientes: Agua, malta de cebada, lúpulo, castaña, levadura. 5% Vol. Alc.
Color marrón cobrizo, con reflejos ámbar. Consistencia espumosa media.
Aroma afrutado persistente que termina en frutos secos y leña de encina.
 Primera impresión dulce (manzana, plátano), con un final armon ..."
5547,Cerex Sin Gluten Kiwi & Lima,Sin Gluten,4.5,,,"Cerex Sin Gluten Kiwi & Lima
Cerveza Sin Gluten con sabor a Kiwi y Lima. Suave, refrescante y cítrica."
5548,Beercat La Masia,Standard-Ordinary Bitter,4.2,25.0,3.23,"La Masia es una cerveza británica tradicional, actualizada con la adición de 5 tipos de lúpulos americanos y australianos.
Es una cerveza que combina bien con los aperitivos, las aceitunas, las patatas fritas y cualquier tentempié salado, además de los platos de pollo y los huevos."
5549,Bevirra The Hop and the PenduL,American IPA,6.7,150.0,,"Como en todas sus cervezas, en el nombre encontramos la cásica imprenta del autor con dedicatoria a L'H (L'Hospitalet de Llobregat) su población. "
5550,Bevirra BL,Witbier,5.5,17.0,,Con naranja amarga y coriandro
5551,Bevirra AFTER AL'HE,No Definido,4.0,,,Con menta y regaliz
5552,Icue Alameda,Kölsch,4.7,20.0,2.77,"Icue Alameda
Estilo Kölsch"
5553,Sullerica Blat is black,Dunkelweizen,5.1,17.0,,"Sullerica Blat is Black
Edición especial
Cerveza de trigo tostado, con lupulo Ahtanum, y un toque de menta salvaje."
5554,Sullerica Nadalenca,Christmas-Winter Specialty Spiced Beer,5.4,,3.9,"Sullerica Nadalenca
Edición especial
Cervesa d´alta fermentació especiada lleugerament dolça. Pensada per acompanyar els plats tipics de les festes de Nadal o per gaudir-la tota sola.
Con anís, canela, almendra y clavo"
5555,Barret Globale,Specialty Beer,6.5,58.0,3.49,"Globale
Proyecto de colaboración en el que 7 cervecerías asociadas a la Global Association of Craft Beer Brewers, realizan una misma elaboración empleando cada uno una levadura diferente.
En este caso Hort del Barret ha optado por emplear la levadura Mauribrew Draught.
Participan:
Bierf ..."
5556,BIIR Equinox Triple IPA,Imperial IPA,9.4,100.0,3.64,"BIIR Equinox Triple IPA
Inspirada en les Triple IPA de Califòrnia, hem creat aquesta cervesa extrema, per als cervesers més exigents, amb una gran quantitat de malts d’ordi i llupol Equinox. Malgrat la seva graduació alcohòlica i amargor es tracta d’una cervesa ben equilibrada.
—
I ..."
5557,Tesela Blanca de Trigo,Weizen-Weissbier,4.5,,2.74,"Blanca de Trigo
Contiene una parte de trigo sin maltear de nuestra finca situada en Liceras, un pequeño pueblo de la provincia de Soria.
Es una cerveza de color amarillo pálido con un intenso sabor a cereal, de amargor suave, con un toque de acidez e ideal para tomar bien fría (entre 4 y 6 ..."
5558,Fort Local Beer IPA Mosaic Mandarin,India Pale Ale,6.6,58.0,,Local Beer IPA Mosaic Mandarin
5559,Rústica Bufona Clot Del Dimoni,Stout,6.66,30.0,3.2,Rústica Bufona Clot Del Dimoni Export Stout
5560,Rústica Bufona Clot Del Diable Golden Strong Ale,Belgian Golden Strong Ale,6.66,30.0,3.28,"Rústica Bufona Clot Del Diable
Con 4 lúpulos diferentes"
5561,Sesma Elvis is B(l)ack,Black IPA,6.5,18.0,,"Elvis is B(l)ack
Art design by Nerea"
5562,Sesma Diva Tostada,American Brown Ale,5.0,40.0,,"Diva Tostada Eco. - Brown Ale
Cerveza correspondiente a la línea ecológica de la marca"
5563,Sesma Diva Trigo,Witbier,5.0,22.0,,"Diva Trigo Eco. - Witbier
Cerveza correspondiente a la línea ecológica de la marca navarra"
5564,Sesma Diva Rubia,Pale Ale,4.5,25.0,,"Diva Rubia Eco. - Pale Ale
Cerveza perteneciente a la rama ecológica desarrollada por la marca navarra"
5565,Yakka Beyakka,Black IPA,7.0,70.0,4.4,"Beyakka
5 maltas y 5 lúpulos en una cerveza fuerte a todos los palos. Receta en colaboración con Raul Riu Rau. Intensa, dulce, amarga, aromática y compleja.
Maridaje: Chocolates, churros, pastas danesas y sobaos pasiegos."
5566,Birra 08 11 Llúpols,India Pale Ale,6.0,60.0,3.08,"Cervesa especial para celebrar la 11ª edición del festival VFC ( Vine a Fer Cervesa ) con 11 llúpulos diferentes.""Una IPA de 60 IBUS i 6% d’alcohol feta amb col·laboració amb l’Edgar"""
5567,Iaio Enric,Specialty Beer,,,3.45,"""El Iaio Enric muchas noches cenaba ""Sopas de farigola"". La casa se llenaba de ese grácil y balsámico aroma a tomillo. Como homenaje a un buen hombre, mi abuelo, he ideado una cerveza de trigo tostado con tomillo que se inspira en este típico plato de cuchara que tanto disfrutaba.""
Color os ..."
5568,Edge Brewing Brass Knuckless,Strong Ale,8.3,82.0,3.55,"Edge Brewing Brass Knuckless
American Strong Ale
Brace yourself for a flavor punch. Artfully crafted in collaboration with Brewfist, this beer delivers a seriously complex flavor that will leave you begging for more. You'll be hit by sweet molasses, knocked o your feet by toee maltiness, an ..."
5569,Xela,Ale,4.6,,3.12,"Xela
Cerveza elaborada de forma 100% artesanal solo con productos naturales. Rubia, de alta fermentación y adaptada al estilo y sabor de nuestra tierra. Realiza una segunda fermentación en la botella.
Cerveza Xela no está filtrada por lo que puede contener sedimentos de levadura. Antes d ..."
5570,Deva Gulpiyuri,Christmas-Winter Specialty Spiced Beer,8.0,79.0,2.5,"Deva Gulpiyuri
Deva Gulpiyuri tiene un aspecto oscuro, tostado fuerte, sin ser negro.
En nariz destaca el dulce maltoso y el anís estrellado.
En boca los dulces se combinan con el recuerdo aromático de anís y se matizan gracias al lúpulo Dorado, logrando sabores ligeramente licorosos, ca ..."
5571,Suevia Urco,Belgian Dark Strong Ale,8.0,,,"Suevia Urco
Dark Strong Ale"
5572,Sékar Dragut,Specialty Beer,6.5,,0.55,"Sékar Dragut - Nut Ale Especial - Triple Malta
La Dragut es una cerveza de leyenda inspirada en el temible pirata turco Turgut Reis, corsario de Barbarroja, que saqueó Cullera.
Es una cerveza pirata tostada tipo Nut Ale Especial , de color cobre oscuro y de perfume cítrico y dulce.
A ..."
5573,Sékar Doble Malta,Pilsner,6.5,,0.54,"Sékar Doble Malta
La Sekar está inspirada en el río Júcar.
Es una cerveza rubia tipo pilsner lager doble malta, de color claro y muy ligera de beber.
El lúpulo presente de carácter afrutado le aporta una frescura cítrica , tan arraigada en los huertos de naranjos y limoneros de nuestr ..."
5574,Monasterio Tostadita,Ale,5.8,,2.48,"Monaterio Tostadita
Tostada fermentación Ale tipo Abadía, doble malta.Tiene un color rojo cobrizo y presenta una espuma espesa y consistente. Aroma intenso aroma afrutado de malta tostada.
Con mucho cuerpo y en boca predomina la malta con notas de toffee dulce, muy equilibrado el balance e ..."
5575,Santa Pau Blowing In The Wind,English Brown,6.0,,3.21,"Santa Pau Blowing In The Wind
Brown Ale"
5576,Santa Pau / Vic Brewery A Black Adabra,Black IPA,6.0,60.0,3.53,"A Black Adabra
Black IPA 6° Edición limitada.
Cítrica, mentolada, frutal, floral, acafetada..."
5577,Cas Cerveser Sant Antoni i el Dimoni,Black IPA,6.3,60.0,3.28,"Sant Antoni i el Dimoni una Black IPA ""de libro"".
Con cebada y centeno.
Diseño etiqueta: Melicotó"
5578,Suevia Carcaman Imperial IPA,Imperial IPA,8.2,85.0,,"Aromas a piña, platano, maracuya. En boca ligeramente dulzona y muy equilibrada con el alcohol. Final ligeramente seco, amargo y duradero. 
Lleva un doble dryhopping"
5579,Murex Rubia,Pale Ale,4.5,25.0,2.27,"Rubia.Se trata de una cerveza tipo Pale Ale con malta base Pilsen y maltas secundarias variadas como Melano y Cristal, que le dan un sabor suave y redondo (sin aristas).En cuanto a su amargor, el lúpulo utilizado tipo Columbus le confiere un amargor suave, con un IBUS sobre 25.Cerveza tipo Pal ..."
5580,Murex Negra,Stout,6.0,,1.99,"Negra.No todos las prefieren rubias. La cerveza negra y su legión de seguidores tienen su espacio en nuestra familia. Con mucho carácterCerveza tipo ALE (fermentación alta), con sabor y aromas a regaliz, amargor enérgico y espuma blanca. Ingredientes: Agua, malta base Munich de cebada y tri ..."
5581,Murex Doble Malta,Belgian Pale Ale,5.5,50.0,2.08,"Doble Malta.
Se trata de una cerveza que contiene en su composición varios tipos de malta, una malta base Munich más otras maltas secundarias que le dan un sabor marcado como son las maltas Aroma y Abbey. En cuanto a su amargor, el lúpulo utilizado tipo Magnum le confiere un amargor más fu ..."
5582,Murex Pasas Triple Malta,Strong Ale,10.5,,2.16,"Pasas Triple Malta.- Durante la edad moderna, en la Axarquía Malagueña se concentraba la mayor parte de los cultivos de vid del continente europeo. Hoy todavía se realizan una de las vendimias más artesanales de Europa. Estas uvas crecen en suelos pizarrosos, a una altitud de entre 400 y 90 ..."
5583,Aora Caña,Pilsner,5.0,,2.5,"AORA Caña es una cerveza tipo lager estilopilsner elaborada a partir de malta de Baviera, levaduras seleccionadas, y de lúpulo de la variedad saaz. Recién incorporado a nuestro catálogo, en esta primera fase estamos comercializando este producto en formato barril de forma exclusiva para los ..."
5584,Marina Sour Skull,Sour Ale,8.0,,3.49,"Marina Sour SkullOne year barrel agedSkull SeriesMezcla de Cerveza Negra Mas Cremat con Imperial Black IPA, madurada durante un año en barrica de vino francés, con mezcla de levaduras Sacharomices y Brettanomyces."
5585,Yria / Reptilian The Nuclear Mutant Beast! vs The Giant Reptilian From Hell!,Smoke Flavored and Wood Aged Beer,14.0,180.0,3.93,"The Nuclear Mutant Beast! versus The Giant Reptilian From Hell!
Salvajemente brutal esta birra elaborada entre bestias mutantes y gigantes reptiles procedentes del mismísimo infierno. ¿Qué es? Pues es una cerveza que mezcla el cereal centeno y cebada con un estilo Black IPA que además es Do ..."
5586,Santa Pau Destrale,Imperial IPA,7.5,100.0,3.25,"Santa Pau Destrale
Special IPA"
5587,IV Qvartvs,Pale Ale,5.1,,,"IV Qvartvs
Qvartvs, una cervesa d’autor artesana, elaborada amb els millors ingredients totalment naturals. Aigua, llúpol, malt d’ordi i llevat.
Qvartvs és una cervesa d’alta fermentació que realitza una segona fermentació dins de la botella, per tant és una cervesa viva.
De color ..."
5588,Bripau Intro,Robust Porter,6.0,32.0,3.39,"Bripau Intro
Robust Porter
Cerveza negra con una solida presencia y cuerpo, que invita a degustar su riqueza y profundidad lentamente y en intimidad.
Visualmente se aprecia una espuma abundante, densa, persistente, cremosa , y de color beix fuerte.La cerveza es de color casi negro con alguno ..."
5589,Bripau Feral,American Pale Ale,6.0,35.0,3.37,"Bripau Feral , verión mejorada de la antes conocida como APA!
American Pale Ale
Cerveza increiblemente refrescante, con un toque dulce de amargor y inconfundible perfil floral que solo el lúpulo americano puede aportar.
Color ambar dorado bastante traslucida y turbidez media. De espuma fin ..."
5590,Deorus Wing Chun Legacy,Imperial IPA,11.6,,4.5,Deorus Wing Chun LegacyFreak serie vol.3Massive Dry HopDouble Red IPA
5591,Ponent Dolmen,Stout,5.2,45.0,,"Ponent Dolmen
 
Cervesa artesana d’alta fermentació (ALE) tipus Stout. Inspirada amb les Estàtues-Menhir de Seró, la Dolmen és una cervesa negra, robusta i nutritiva.
 
Aquest estil de cervesa és originari de la ciutat de Londres tot i que actualment estan més relacionades amb Irl ..."
5592,Mertxe Courtois,Belgian Specialty Ale,4.3,42.0,,Mertxe Courtois - Mertxe BelgaCerveza belga artesanal con segunda fermentación en botella. Con cuerpo y un fondo de café y caramelo.Espuma densa y consistente. Bien carbonatada. Poco lupulizada con fondo cítrico
5593,Birra & Blues IPA Blues,English IPA,5.5,44.0,3.43,"Birra & Blues IPA Blues
Con tres tipos de malta de cebada y seis lúpulos de todo el mundo, es una cerveza de estilo India Pale Ale Inglés. Es nuestra cerveza más aromática y con mayor amargor por su alto contenido en lúpulo. Éste estilo de cerveza fue creado por los ingleses para poder ..."
5594,Fenicia 1962,Ale,5.0,,,"Fenicia 1962
Una cerveza dulce, con cuerpo, con un toque amargo. Una cerveza «de contrastes, la primera con 'sabor abderitano'."
5595,Butxus Torrada,Ale,7.0,,3.7,Elaborada en www.masmalta.com
5596,Mas Malta Hop The Grain,American IPA,7.0,65.0,3.3,"Mas Malta Hop The Grain
Brown IPA
Calypso & Galaxy
Cerveza tostada de invierno. Con mucho cuerpo y un sabor final intenso a malta chocolate. Elaborada con lúpulos Galaxy, Calypso & Simcoe que equilibran la cerveza."
5597,Mitika Galtzagorri,American Brown Ale,4.5,35.0,3.05,"Mitika Galtzagorri
Cerveza tostada, con levadura Ale y carbonatación media.Dibujo Aritz Irigoien ( http://aritz-iri.tumblr.com/ )"
5598,Mitika Lamia,Blonde Ale,4.0,28.0,2.9,"Mitika LamiaCerveza rubia con trigo ecológico, levadura lager y baja carbonataciónDibujo Aritz Irigoien ( http://aritz-iri.tumblr.com/ )"
5599,Four Lions Coffee Stout,Sweet Stout,5.4,21.9,,"Coffe StoutEsta cerveza supone el final de un largo proceso de trabajo para llegar al corazón de las “Sweet Stout”. 
Una cerveza cremosa, con toques de café en boca y regaliz en nariz, con una crema característica de estas cervezas, crema densa, con su propio CO2, que sin embargo sorpre ..."
5600,Four Lions IPA - Superhuman IPA,India Pale Ale,6.0,51.0,,"Four Lions IPA - Indian Pale Ale - Superhman IPA Stan Lee Tribute
Con esta primera IPA de la casa, hemos querido introducir al público en general en el mundo de las Indian Pale Ale.
Bajo esta dedicatoria a esta joven promesa del cómic, nuestro amigo Stan Lee, “The real Stan”, hemos ela ..."
5601,Fours Lions White Wheat,Witbier,5.2,16.7,,"White WheatNuestro pequeño homenaje a los amantes de las cervezas turbias de trigo, con un toque de cilantro y piel de naranja dulce que le otorgan una acidez singular, y con una suavidad y bajo nivel de alcohol sin igual, que nos permiten degustar en trago largo una fresca cerveza de trigo Bl ..."
5602,Four Lions Premium Lager Hells,Lager,5.1,21.9,,"Premium Lager HellsEsta Lager sin filtrar fresca y servida siempre directamente de nuestros depósitos de bodega, está confeccionada con maltas pilsner, munich y pale, lúpulos Hallertauer y Perle, y la mejor levadura Lager. 
Es una cerveza suave, con marcado gusto a malta en boca, y ligero a ..."
5603,Al Andalus,Pale Ale,5.0,19.5,3.19,"
Al Andalus
 
Cerveza artesana
 
Elaboración tradicional artesana con 4 maltas selectas
"
5604,Sant Jordi Alè d`Hivern,Christmas-Winter Specialty Spiced Beer,7.0,,3.77,"La cervesa Alè d'Hivern és la versió hivernal de l'Alè de Drac, se'n potencia les seves característiques originals i s'hi afegeix un toc de taronja. Per a gaudir-la durant els mesosmés freds de l'any."
5605,Hop Hunters Winter India Pale Lager,India Pale Lager,7.5,68.0,3.88,"Hop Hunters Winter India Pale LagerColaboración entre Bidassoa Basque Brewery, Drunken Bros, GROSS y La Quince Brewery con 6 maltas, 3 lúpulos americanos y levadura lager.Cerveza de cuerpo generoso, seca y de amargor moderado. Aromas y sabores a frutas tropicales y de hueso, como melocotón,  ..."
5606,Lupulus Hop Sexion IPA,India Pale Ale,5.5,80.0,,Lupulus Hop Sexion IPA
5607,Castel IPA,India Pale Ale,6.0,,3.31,Castel IPA
5608,Áncora Strong Ale,Belgian Strong Ale,6.0,,2.94,"Áncora Strong Ale
Edición Especial Crowfunding"
5609,Áncora Indian Pale Ale,India Pale Ale,7.5,,,Áncora Indian Pale Ale
5610,Áncora Pirate Smoke Stout,Other Smoked Beer,8.0,30.0,3.4,"Áncora Pirate Smoke Stout
Versión ahumada de la Pirate Stout
Cerveza ahumada Imperial Stout con maltas ahumadas y un ligero toque dulce a lactosa ."
5611,Deorus Habemus Baculum,Flanders Brown Ale-Oud Bruin,6.4,22.0,,"Deorus Habemus Baculum
Cerveza de estilo belga, Oud Bruin
Elaborada con maltas base y especiales de origen belga y fermentada con un cóctel de levaduras del tipo saccharomyces cerevisiae y diferentes cepas de bacterias controladas que dan un perfil de sabor agrio/acido peculiar.
El origen e ..."
5612,Condal Imperial Stout Fever,Imperial Stout,10.0,80.0,3.9,"Condal Imperial Stout Fever
En boca hay un contraste de notas de chocolate y maltas pero la cerveza es seca y amarga. Bebida compleja pero sedosa, suave, sin sabor fuerte del al"
5613,Áncora O Afiador,Weizen-Weissbier,5.5,,,"Áncora O Afiador
Cerveza clásica de trigo con aromas a lúpulos europeos y una espuma blanca y persistente."
5614,Galana N. 12,Belgian Tripel,11.5,,2.99,"Galana Nº 12 Triple   Rubia, Triple, perfectamente aromatizada y con 11,5º de alcohol."
5615,Dawat Imperial Pilsner ECO,Pilsner,6.0,,2.75,"Dawat Imperial Pilsner ECO
Cerveza ecológica"
5616,Destraperlo IPA,India Pale Ale,5.5,88.0,3.44,"Destraperlo IPA
""Amarga tu birra pero no tu vida"". La nueva IPA (India-Pale-Ale) Destraperlo es una variedad de cerveza inglesa que se caracteriza como una ale pálida y espumosa con un alto nivel del alcohol y de lúpulo."
5617,Destraperlo Negra,Porter,6.5,33.0,3.65,"Destraperlo negra
Andalusí Robust Porter Con azúcar de caña y uvas pasas moscatel
De estilo Porter, se trata de una cerveza robusta gracias a la gran variedad de ingredientes que lleva, hasta siete maltas diferentes y que le otorgan un intenso sabor pero con un sorprendente resultado equil ..."
5618,Destraperlo Colorá,Red Ale,6.5,22.0,3.25,"Destraperlo Colorá
Cerveza de malta tipo Andalusí Red Ale. De color tostado debido a las maltas y una tonalidad rojiza debido al aporte de remolacha durante el proceso de elaboración. Cerveza muy aromática con notas herbales y un toque de romero.
En boca es equilibrada, sabores torrefa ..."
5619,Destraperlo Rubia,Pale Ale,4.5,33.0,3.17,"Destraperlo Rubia
Cerveza de malta tipo Andalusí Pale Ale. De color ámbar y espuma fina y persistente. Cerveza muy aromática, debido a los lúpulos utilizados y al aporte de romero durante el proceso de elaboración que le otorga un aroma silvestre.
En boca es redonda, sabor que nos rec ..."
5620,Arcadia Imperial,Imperial Stout,7.5,,,"Cervezas Arcadia queríamos celebrar de una manera especial nuestras primeras fiestas navideñas, nos hemos propuesto emular aquellas cervezas de los zares. En su etiqueta, evocando una época y a nuestro animal de cabecera, el grabado de una liebre representando la constelación Lepus en un ma ..."
5621,Estelada Sense Filtrar,Lager,5.0,8.0,,"Feta als Països CatalansEstelada Sense Filtrar és una cervesa rossa de color mel tèrbol pels llevats de la segona fermentació. L'escuma és cremosa i persistent amb tonalitat blanc ivori.És una cervesa d'aroma afruitada i complexa amb notes de plàtan, poma, melassa i torrats subtils.En bo ..."
5622,Crápula,American Pale Ale,5.1,38.0,,"Crápula
 
Crápula es un individuo al que le gusta el desenfreno, no tiene la vida ordenada, es inmoral y esta en contra de las buenas costumbres.
 
American Pale Ale con 3 maltas y 4 lúpulos americanos."
5623,Naparbier Avant - Garde Barley Wine - 2013,American Barleywine,12.0,,4.4,"Naparbier Avant - Garde Barley Wine
Aged for 15 months in wine barels edición 2013
Estilo que se remonta a la antigua Grecia, fue restablecido en Inglaterra en el siglo XIX para la aristocracia."
5624,Monsieur Gordo Dulce de leche Imperial Stout,Imperial Stout,12.9,20.0,4.03,"Monsieur Gordo Dulce de leche Imperial Stout
Imperial Stout de perfil lupulado y matices caramelizados aportados por el dulce de leche, que fué elaborado adhoc por Monsieur Gordo.
Para redondear su bouquet fué madurada con trufas negras tuber melanosporum.
Maltas utilizadas: Pale Ale, Crys ..."
5625,Blacklab Black Mirror Vanilla,Dry Stout,4.5,40.0,,Black Mirror VanillaDry StoutVanilla edition of Black Mirror
5626,Blacklab Black Mirror,Dry Stout,4.5,40.0,3.33,"Black MirrorDry StoutDry, dark and clean.  Bursting with coffee, chocolate and licorice flavors."
5627,Blacklab Population,Specialty Beer,6.2,53.0,,PopulationRye IPAA lightly spicy and tangy IPA with a subtle bitterness that allows the rye character to shine.
5628,Blacklab El Importador,Amber Ale,5.5,28.0,,"El Importador
Amber Rye Ale
An amber ale with rye malt that gives a hint of spicy sourness to this flavorful and drinkable beer.
--------------------------
Una Amber Ale hecha con malta de centeno que insinúa una acidez especiada en esta cerveza sabrosa y bebible."
5629,Aibalaostia! Aupale Ale,Pale Ale,5.0,,,"Aibalaostia! Aupale Ale
Artesau Garagardoa!"
5630,Cotoya d’iviernu fumu,Christmas-Winter Specialty Spiced Beer,8.6,,3.0,"Cotoya d’iviernu
Fumu, canela, vainilla
Con malta ahumada, vainilla y canela de Madagascar"
5631,Cotoya Idaeus,Fruit Beer,6.4,,3.24,"Cotoya Idaeus
Cerveza madurada dos meses en frambuesas de cultivo ecológico de la vega del Trubia.
En primicia para la Feria de Noblejas de este sábado 20 de septiembre 2014.
Rubus idaeus L. es como llaman los botánicos a la frambuesa, de ahí el nombre."
5632,Maiken Saint Sören,Smoke Flavored and Wood Aged Beer,7.0,21.0,3.33,"Maiken Saint Sören - Marbi Saint Sören
Cerveza estilo belga añejada en roble con vino oloroso de Jerez, con muchos matices que hacen de ella una cerveza muy especial."
5633,Drunken Bros Black Deep 2014,Imperial Stout,10.0,90.0,4.19,"Drunken Bros Black Deep  2014
Imperial Stout con café de Colombia y añejada con madera de roble de barrica de whisky escocés.   Posee un color negro azabache, opaco a la luz, con una espuma con tintes marronaceos, la cual es muy cremosa y sin apenas burbuja.    La primera impresión en  ..."
5634,Bronhër Brønhërian Invërnal Støut,Christmas-Winter Specialty Spiced Beer,7.7,19.0,,"Brønhërian Invërnal StøutEdición especial Navidad, reposada en guarda durante un año.Chocolate, café, anís estrellado, nuez moscada, canela, almendra..."
